주소,지리정보,시장정보
제주특별자치도 제주시 오일장서길 26,"{'latitude': '33.4972470', 'longitude': '126.4748883'}",제주시민속오일시장
제주특별자치도 제주시 서문로4길 13-2,"{'latitude': '33.5113513', 'longitude': '126.5179038'}",제주시서문공설시장
제주특별자치도 제주시 관덕로 13길 12,"{'latitude': '33.5140229', 'longitude': '126.5261270'}",제주칠성로상점가(칠성로상점가)
제주특별자치도 제주시 한림읍 한림로 681,"{'latitude': '33.4156832', 'longitude': '126.2649060'}",한림매일시장
제주특별자치도 제주시 한림읍 한수풀로4길 10,"{'latitude': '33.4198324', 'longitude': '126.2745037'}",한림민속오일시장(한림오일시장)
제주특별자치도 제주시 조천읍 함덕16길 15-13,"{'latitude': '33.5402527', 'longitude': '126.6679607'}",함덕오일시장
세종특별자치시 조치원읍 조치원8길 42,"{'latitude': '36.5997854', 'longitude': '127.3005890'}",세종전통시장
세종특별자치시 전의면 장터길33,"{'latitude': '36.6777539', 'longitude': '127.2058733'}",전의왕의물시장
서울특별시 금천구 시흥대로 212(시흥동),"{'latitude': '37.4527732', 'longitude': '126.9016655'}",대명여울빛거리시장
대구광역시 중구 큰장로 28길39,"{'latitude': '35.8699442', 'longitude': '128.5815778'}",서문시장 아진상가 상점가
인천광역시 남동구 은청로4-7,"{'latitude': '37.4069465', 'longitude': '126.6934020'}",남동산업용품상가
울산광역시 울주군 언양읍 장터1길 12-1,"{'latitude': '35.5636954', 'longitude': '129.1253843'}",언양알프스시장
경기도 여주시 세종로14번길 24-1,"{'latitude': '37.2975160', 'longitude': '127.6343000'}",여주한글시장(여주중앙로상점가)
경상남도 진주시 촉석로 226번길 3,"{'latitude': '35.1962457', 'longitude': '128.0866855'}",진주청과시장
경기도 가평군 청평면 청평중앙로 26번길 10,"{'latitude': '37.7360421', 'longitude': '127.4181230'}",청평여울시장
경기도 성남시 중원구 둔촌대로 83번길 7,"{'latitude': '37.4309011', 'longitude': '127.1281035'}",모란전통기름시장
경기도 안양시 만안구 안양로248번길23,"{'latitude': '37.3959077', 'longitude': '126.9256171'}",중부농수산물시장
부산광역시 부산진구 자유평화로3번길 14-15,"{'latitude': '35.1422286', 'longitude': '129.0615731'}",철뚝시장
서울특별시 동대문구 고미술로 49,"{'latitude': '37.5674599', 'longitude': '127.0534876'}",답십리건축자재시장
서울특별시 양천구 남부순환로79길 37,"{'latitude': '37.5183736', 'longitude': '126.8432073'}",신곡종합시장
서울특별시 양천구 중앙로34길 30,"{'latitude': '37.5208462', 'longitude': '126.8535687'}",신정제일시장
전라남도 순천시 주암호길 9,"{'latitude': '35.0757625', 'longitude': '127.2352818'}",주암시장
충청남도 보령시 대천항로 370,"{'latitude': '36.3266114', 'longitude': '126.5061146'}",대천항종합수산물시장
충청남도 부여군 부여읍 부여로 12,"{'latitude': '36.2809920', 'longitude': '126.9096424'}",부여 새시장
충청남도 홍성군 광천읍 광천로323번길 15-1 일원,"{'latitude': '36.5023313', 'longitude': '126.6250445'}",광천원동시장
경기도 안산시 상록구 삼리로 45,"{'latitude': '37.3049920', 'longitude': '126.8446591'}",안산패션타운전통시장
경기도 안산시 상록구 예술광장로 1,"{'latitude': '37.3283714', 'longitude': '126.8442343'}",안산 다농마트 전통시장
경상북도 영주시 풍기읍 소백로 2156,"{'latitude': '36.8885030', 'longitude': '128.5406894'}",풍기선비골인삼시장
서울특별시 구로구 중앙로8길 10(고척동),"{'latitude': '37.5022127', 'longitude': '126.8642023'}",고척골목시장상점가
서울특별시 중구 청계천로 160,"{'latitude': '37.5679121', 'longitude': '126.9953938'}",청계상가
서울특별시 중랑구 동일로143길 38,"{'latitude': '37.6051803', 'longitude': '127.0763807'}",장미제일시장
"경기도 시흥시 오이도로 167,173","{'latitude': '37.3458891', 'longitude': '126.6882220'}",오이도전통수산시장
경기도 양평군 양동면 학둔지아래길 76 일원,"{'latitude': '37.4201720', 'longitude': '127.7531977'}",양동쌍학시장
경상북도 포항시 남구 청림서길 29,"{'latitude': '35.9965774', 'longitude': '129.4103554'}",청림시장
경상북도 포항시 북구 환호공원길 15,"{'latitude': '36.0681294', 'longitude': '129.3911482'}",환호그린빌시장
경상남도 사천시 어시장길 46,"{'latitude': '34.9271740', 'longitude': '128.0698932'}",삼천포전통수산시장
경상남도 양산시 상북면 삼계4길 2,"{'latitude': '35.4195733', 'longitude': '129.0639378'}",석계시장
충청북도 제천시 바이오밸리로 212,"{'latitude': '37.1564347', 'longitude': '128.1750323'}",제천고추시장
경상북도 김천시 부곡시장2길 16,"{'latitude': '36.1258328', 'longitude': '128.1042237'}",부곡시장
경상북도 김천시 중앙시장4길 10,"{'latitude': '36.1190224', 'longitude': '128.1253808'}",중앙시장
경상북도 문경시 점촌5길 8-1,"{'latitude': '36.5966856', 'longitude': '128.1992580'}",문화의거리 행복상점가
경상북도 문경시 신흥로 165,"{'latitude': '36.5957662', 'longitude': '128.2023887'}",점촌역전상점가
경상북도 상주시 남성동 2-8,"{'latitude': '36.4143748', 'longitude': '128.1620567'}",남성시장
서울특별시 광진구 긴고랑로11길 11,"{'latitude': '37.5639069', 'longitude': '127.0813292'}",중곡제일시장(이오상사)
서울특별시 광진구 능동로13길 39,"{'latitude': '37.5439590', 'longitude': '127.0697577'}",한아름시장
대구광역시 북구 칠성남로 230,"{'latitude': '35.8756287', 'longitude': '128.6053077'}",칠성상가시장
인천광역시 남동구 장도로 86-17,"{'latitude': '37.3979020', 'longitude': '126.7393278'}",소래포구전통어시장
충청북도 청주시 흥덕구 증안로34번길 20-1(복대동),"{'latitude': '36.6356398', 'longitude': '127.4274718'}",하복대시장
경상북도 봉화군 봉화읍 내성로5길13군민행복센터3층,"{'latitude': '36.8889051', 'longitude': '128.7389545'}",봉화내성시장
서울특별시 관악구 신원로 23,"{'latitude': '37.4816875', 'longitude': '126.9280412'}",관악종합시장
서울특별시 광진구 아차산로 30길 39,"{'latitude': '37.5389967', 'longitude': '127.0674893'}",조양시장(건물형)
서울특별시 노원구 상계로 23가길 24,"{'latitude': '37.6590578', 'longitude': '127.0702993'}",상계중앙시장
서울특별시 도봉구 도당로 27길 60,"{'latitude': '37.6699919', 'longitude': '127.0411071'}",신도봉시장
서울특별시 중구 을지로36길 35(오장동),"{'latitude': '37.5650877', 'longitude': '127.0019223'}",중부시장
서울특별시 중구 마장로1가길 17 테크노상가,"{'latitude': '37.5688400', 'longitude': '127.0132374'}",테크노상가
서울특별시 중랑구 면목로74길 45(면목동),"{'latitude': '37.5898385', 'longitude': '127.0899078'}",동원시장
서울특별시 중랑구 면목로39길 11,"{'latitude': '37.5795518', 'longitude': '127.0863186'}",면목시장
경기도 성남시 산성대로426번길 5,"{'latitude': '37.4500856', 'longitude': '127.1600704'}",금광시장
충청북도 보은군 마로면 관기3길 6-7,"{'latitude': '36.4352455', 'longitude': '127.8175857'}",마로관기시장(관기재래시장)
충청북도 충주시 예성로 319,"{'latitude': '36.9847767', 'longitude': '127.9332729'}",연수상가
충청남도 공주시 용당길 22,"{'latitude': '36.4588129', 'longitude': '127.1226847'}",공주산성시장
충청남도 금산군 금산읍 건삼전1길 20-8,"{'latitude': '36.1004588', 'longitude': '127.4921856'}",금산인삼전통시장
충청남도 금산군 추부면 마전1길 38,"{'latitude': '36.1905989', 'longitude': '127.4669773'}",마전시장
충청남도 보령시 웅천읍 장터4길 24,"{'latitude': '36.2329935', 'longitude': '126.6012752'}",웅천시장
충청남도 예산군 덕산면 읍내서길 2-1,"{'latitude': '36.7049643', 'longitude': '126.6681581'}",덕산시장
전라남도 구례군 산동면 지리산온천로 126,"{'latitude': '35.3114735', 'longitude': '127.4445017'}",지리산나들이장터
세종특별자치시 금남면 대평시장1길 17-2,"{'latitude': '36.4672778', 'longitude': '127.2820646'}",세종대평시장
세종특별자치시 부강면 부강5길 18,"{'latitude': '36.5285012', 'longitude': '127.3688825'}",부강전통시장
서울특별시 서대문구 포방터길 43,"{'latitude': '37.5986664', 'longitude': '126.9489128'}",포방터시장
대전광역시 동구 중앙로 194번길 33,"{'latitude': '36.3291064', 'longitude': '127.4316555'}",정원시장
충청북도 괴산군 연풍면 향교로교촌2길 3,"{'latitude': '36.7644025', 'longitude': '127.9976277'}",연풍전통시장
충청북도 보은군 삼승면 삼승탄부로 12,"{'latitude': '36.3967404', 'longitude': '127.7329125'}",삼승원남시장(원남재래시장)
충청북도 충주시 내창로 191-1,"{'latitude': '37.0864050', 'longitude': '127.9158824'}",엄정내창시장
충청남도 예산군 광시면 예당로 165-22,"{'latitude': '36.5491141', 'longitude': '126.7744365'}",광시시장
경상남도 함양군 마천면 천왕봉로 1144-2,"{'latitude': '35.3956691', 'longitude': '127.6626900'}",마천전통시장
서울특별시 영등포구 영등포로 109(당산동2가),"{'latitude': '37.5224159', 'longitude': '126.8939463'}",영등포유통상가
부산광역시 사상구 사상로 207,"{'latitude': '35.1634973', 'longitude': '128.9842772'}",고려쇼핑센터
서울특별시 중구 마장로 30,"{'latitude': '37.5677232', 'longitude': '127.0132060'}",Team204
