주소,지리정보,시장정보
대전광역시 동구 중앙로 200번길 99,"{'latitude': '36.3267486', 'longitude': '127.4339557'}",중앙메가프라자
대전광역시 동구 대전로791번길 38,"{'latitude': '36.3296150', 'longitude': '127.4311351'}",중앙상가시장
대전광역시 동구 중교로 119(원동),"{'latitude': '36.3285885', 'longitude': '127.4322156'}",중앙종합시장
대전광역시 서구 도마4길 71,"{'latitude': '36.3158932', 'longitude': '127.3812177'}",도마큰시장
대전광역시 서구 도솔로 308번길 27,"{'latitude': '36.3346199', 'longitude': '127.3839946'}",한민시장
대전광역시 유성구 구즉로 74-7,"{'latitude': '36.4351997', 'longitude': '127.3866081'}",송강시장
대전광역시 중구 보문로 20번길 22,"{'latitude': '36.3154753', 'longitude': '127.4382028'}",문창전통시장
대전광역시 중구 대종로316번길 16,"{'latitude': '36.3141517', 'longitude': '127.4353840'}",부사전통시장
대전광역시 중구 대둔산로 420,"{'latitude': '36.3065656', 'longitude': '127.3871312'}",산성전통시장
대전광역시 중구 계룡로882번길 72,"{'latitude': '36.3219592', 'longitude': '127.4079657'}",오류전통시장
대전광역시 중구 계룡로 881번길 53,"{'latitude': '36.3234090', 'longitude': '127.4145666'}",용두전통시장
대전광역시 중구 문화로 105번길 113,"{'latitude': '36.3172030', 'longitude': '127.3954867'}",유천전통시장
대전광역시 중구 수침로 55번길 56,"{'latitude': '36.3259436', 'longitude': '127.3977033'}",태평전통시장
울산광역시 남구 월평로47번길 7,"{'latitude': '35.5423459', 'longitude': '129.3102881'}",(주)신정시장
울산광역시 남구 수암로 128번길 12,"{'latitude': '35.5269192', 'longitude': '129.3207401'}",수암상가시장
울산광역시 남구 수암로 128-2(야음동),"{'latitude': '35.5274930', 'longitude': '129.3208498'}",수암종합시장
울산광역시 남구 월평로47번길 15,"{'latitude': '35.5430169', 'longitude': '129.3101283'}",신정상가시장
울산광역시 남구 봉월로 67번길 17,"{'latitude': '35.5383442', 'longitude': '129.3035366'}",신정평화시장
울산광역시 남구 수암로 244-6,"{'latitude': '35.5236294', 'longitude': '129.3318671'}",야음상가시장
울산광역시 남구 신선로184번길 46-1(야음동),"{'latitude': '35.5202494', 'longitude': '129.3367734'}",울산번개시장
울산광역시 남구 갈밭로 24(삼산동),"{'latitude': '35.5357853', 'longitude': '129.3426383'}",울산산업공구월드
울산광역시 동구 남목17길 9(동부동),"{'latitude': '35.5427179', 'longitude': '129.4273979'}",남목전통시장
울산광역시 동구 대송8길 6(화정동),"{'latitude': '35.4992216', 'longitude': '129.4206521'}",대송농수산물시장
울산광역시 동구 진성14길 77(전하동),"{'latitude': '35.5088472', 'longitude': '129.4254310'}",동울산종합시장
울산광역시 동구 진성14길 94(전하동),"{'latitude': '35.5096751', 'longitude': '129.4260217'}",월봉시장
울산광역시 북구 새장터6길 4,"{'latitude': '35.5355559', 'longitude': '129.3907724'}",염포시장(신전시장)
울산광역시 북구 호계3길 17-11,"{'latitude': '35.6236324', 'longitude': '129.3557480'}",호계공설시장
울산광역시 북구 상방로 94,"{'latitude': '35.5888200', 'longitude': '129.3658256'}",화봉시장(화봉종합시장)
울산광역시 울주군 웅촌면 곡천동문길 20-22,"{'latitude': '35.4655456', 'longitude': '129.2099514'}",곡천공설시장
울산광역시 울주군 온양읍 남창장터길 24,"{'latitude': '35.4166869', 'longitude': '129.2827814'}",남창옹기종기시장
울산광역시 울주군 온산읍 덕신리 1280-21,"{'latitude': '35.4352246', 'longitude': '129.3093532'}",덕신1차시장
울산광역시 울주군 온산읍 신온7길 69,"{'latitude': '35.4293753', 'longitude': '129.3100894'}",덕신2차시장
울산광역시 울주군 청량읍 덕하장터길 9 덕하시장,"{'latitude': '35.4917077', 'longitude': '129.3059123'}",덕하시장(덕하공설시장)
울산광역시 울주군 두동면 계명3길 9,"{'latitude': '35.7133755', 'longitude': '129.1991774'}",봉계공설시장
울산광역시 울주군 언양읍 남부리 336-20 언양공설시장,"{'latitude': '35.5628849', 'longitude': '129.1257841'}",언양공설시장
울산광역시 울주군 언양읍 장터1길22,"{'latitude': '35.5637161', 'longitude': '129.1256882'}",언양종합상가시장
울산광역시 중구 구역전길 24-2(학성동),"{'latitude': '35.5573014', 'longitude': '129.3284038'}",구역전시장
울산광역시 중구 구역전길 8(학산동),"{'latitude': '35.5559107', 'longitude': '129.3279396'}",구역전전통시장
울산광역시 중구 반구정14길 25(반구동),"{'latitude': '35.5580594', 'longitude': '129.3442235'}",반구시장
울산광역시 중구 병영로14,"{'latitude': '35.5705724', 'longitude': '129.3463189'}",병영시장
"울산광역시 중구 동천5길 12(서동, 월드빌라트)","{'latitude': '35.5813420', 'longitude': '129.3469712'}",서동시장
울산광역시 중구 곽남14길 37,"{'latitude': '35.5711167', 'longitude': '129.3421000'}",선우시장
울산광역시 중구 중앙3길 6,"{'latitude': '35.5545253', 'longitude': '129.3175404'}",성남프라자
울산광역시 중구 서원6길 11(반구동),"{'latitude': '35.5612275', 'longitude': '129.3372397'}",신울산종합시장
울산광역시 중구 중앙시장길17-7,"{'latitude': '35.5552718', 'longitude': '129.3229383'}",옥골시장
울산광역시 중구 구교로 35,"{'latitude': '35.5554905', 'longitude': '129.3284102'}",울산시장
울산광역시 중구 화진1길 4(태화동),"{'latitude': '35.5562294', 'longitude': '129.3073786'}",태화종합시장
울산광역시 중구 새벽시장3길 20,"{'latitude': '35.5564271', 'longitude': '129.3329285'}",학성새벽시장
울산광역시 중구 우정동284-8,"{'latitude': '35.5550029', 'longitude': '129.3104035'}",우정전통시장
경기도 가평군 가평읍 가화로 116-1,"{'latitude': '37.8301481', 'longitude': '127.5138345'}",가평잣고을전통시장
경기도 고양시 덕양구 능곡로 12의 9,"{'latitude': '37.6213668', 'longitude': '126.8207768'}",능곡시장
경기도 과천시 별양상가 2로 20,"{'latitude': '37.4268349', 'longitude': '126.9925709'}",과천새서울프라자시장
경기도 과천시 별양상가 2로 14,"{'latitude': '37.4273330', 'longitude': '126.9930154'}",제일쇼핑시장
경기도 광명시 광명로 831번지 4의1,"{'latitude': '37.4736653', 'longitude': '126.8514116'}",광명새마을시장
경기도 광명시 광이로13번길 17-5,"{'latitude': '37.4799482', 'longitude': '126.8561647'}",광명전통시장
경기도 광주시 중앙로123번길 13,"{'latitude': '37.4100598', 'longitude': '127.2567690'}",경안시장
경기도 구리시 검배로 6번길 31,"{'latitude': '37.5995577', 'longitude': '127.1399106'}",구리전통시장
"경기도 군포시 군포로538번길 7-3, 2층(당동)","{'latitude': '37.3540519', 'longitude': '126.9468851'}",군포역전시장
"경기도 군포시 산본천로183번길 6, (산본동)","{'latitude': '37.3701636', 'longitude': '126.9385299'}",산본시장
경기도 김포시 양촌읍 양곡1로 42-2,"{'latitude': '37.6544293', 'longitude': '126.6238189'}",양곡시장
경기도 김포시 양곡1로 54,"{'latitude': '37.6553726', 'longitude': '126.6235251'}",양곡오라니장터시장
경기도 김포시 서암로84번길 29,"{'latitude': '37.6912726', 'longitude': '126.5996474'}",통진시장
경기도 남양주시 진접읍 장현로 77의100,"{'latitude': '37.7176160', 'longitude': '127.1808911'}",남양주장현 전통시장
경기도 동두천시 정장로 11-12,"{'latitude': '37.9051737', 'longitude': '127.0522262'}",동두천제일시장
경기도 동두천시 큰시장로 52,"{'latitude': '37.9004784', 'longitude': '127.0521003'}",동두천큰시장
경기도 동두천시 큰시장로 64,"{'latitude': '37.9006861', 'longitude': '127.0503172'}",세아프라자상가
경기도 동두천시 중앙로285번길 9,"{'latitude': '37.9069022', 'longitude': '127.0537404'}",중앙시장
경기도 부천시 옥산로154번길 20,"{'latitude': '37.5072442', 'longitude': '126.7814033'}",강남시장
경기도 부천시 고리울로64번길 27,"{'latitude': '37.5258289', 'longitude': '126.8227001'}",고리울동굴시장
경기도 부천시 석천로60번길 51,"{'latitude': '37.4923780', 'longitude': '126.7642780'}",부천상동시장
경기도 부천시 고강로40번길 55,"{'latitude': '37.5279553', 'longitude': '126.8089285'}",부천제일시장
경기도 부천시 부흥로 200번길28,"{'latitude': '37.4949051', 'longitude': '126.7643418'}",중동사랑시장(부천중동시장)
경기도 부천시 은성로 76번길10,"{'latitude': '37.4748280', 'longitude': '126.7990332'}",부천한신시장
경기도 부천시 호현로 474번길 27,"{'latitude': '37.4791113', 'longitude': '126.7942420'}",소사종합시장
경기도 부천시 부광로16번길 33,"{'latitude': '37.4825265', 'longitude': '126.8115363'}",역곡남부시장
경기도 부천시 부천로 470번길 50,"{'latitude': '37.5259807', 'longitude': '126.7856926'}",오정시장
경기도 부천시 부천로 96번길81,"{'latitude': '37.4922034', 'longitude': '126.7899674'}",원미부흥시장
경기도 부천시 조종로 49번길 21-3,"{'latitude': '37.4936774', 'longitude': '126.7901843'}",원미종합시장
경기도 부천시 삼작로 394,"{'latitude': '37.5197128', 'longitude': '126.8055687'}",원종종합시장
경기도 부천시 성오로 124번길 47,"{'latitude': '37.5250651', 'longitude': '126.8023169'}",원종중앙시장
경기도 성남시 분당구 내정로 165번길 38,"{'latitude': '37.3767071', 'longitude': '127.1162823'}",금호행복시장(금호시장)
경기도 성남시 중원구 광명로289,"{'latitude': '37.4443434', 'longitude': '127.1583285'}",단대전통시장
경기도 성남시 분당구 내정로174번길 42 파크타운서안아파트,"{'latitude': '37.3710461', 'longitude': '127.1225410'}",돌고래시장
경기도 성남시 중원구 성남대로 1127,"{'latitude': '37.4303405', 'longitude': '127.1288854'}",모란종합시장
"경기도 성남시 분당구 불정로386번길 10(서현동, 효자촌미래타운아파트)","{'latitude': '37.3732329', 'longitude': '127.1381852'}",미래그린시장
경기도 성남시 분당구 불정로376번길 31,"{'latitude': '37.3722550', 'longitude': '127.1388711'}",미래타운제2종합시장
경기도 성남시 분당구 중앙공원로40번길 42,"{'latitude': '37.3781824', 'longitude': '127.1323818'}",분당우성시장
경기도 성남시 분당구 돌마로 366번길 42,"{'latitude': '37.3671790', 'longitude': '127.1267477'}",분당종합시장
경기도 성남시 중원구 희망로344번길 6,"{'latitude': '37.4359823', 'longitude': '127.1587738'}",상대원시장
경기도 성남시 중원구 산성대로518번길 7,"{'latitude': '37.4569521', 'longitude': '127.1644382'}",성남남한산성시장(은행골목시장)
경기도 성남시 분당구 야탑로 64,"{'latitude': '37.4095074', 'longitude': '127.1259797'}",야탑에이스코아시장
경기도 성남시 중원구 산성대로 526,"{'latitude': '37.4575899', 'longitude': '127.1644846'}",은행시장
경기도 성남시 분당구 내정로 166번길 7-6,"{'latitude': '37.3731117', 'longitude': '127.1204219'}",코끼리시장
경기도 성남시 서현로210번길 20,"{'latitude': '37.3858444', 'longitude': '127.1240452'}",코코프라자시장
경기도 성남시 마지로 118,"{'latitude': '37.4275339', 'longitude': '127.1420631'}",하대원공설시장
경기도 성남시 수정구 수정북로18,"{'latitude': '37.4416997', 'longitude': '127.1319749'}",현대시장
경기도 성남시 중앙공원로40번길 8,"{'latitude': '37.3797415', 'longitude': '127.1302030'}",현대시장(분당)
경기도 성남시 분당구 돌마로 364,"{'latitude': '37.3699863', 'longitude': '127.1236658'}",현대프라자시장
경기도 성남시 중원구 성남대로 1127,"{'latitude': '37.4303405', 'longitude': '127.1288854'}",모란가축시장
경기도 성남시 분당구 돌마로90번길 8,"{'latitude': '37.3492867', 'longitude': '127.1117755'}",미금현대벤처빌시장
경기도 성남시 분당구 불정로376번길 37(서현동),"{'latitude': '37.3716281', 'longitude': '127.1394439'}",범한프라자시장
경기도 성남시 분당구 내정로165번길 38,"{'latitude': '37.3767071', 'longitude': '127.1162823'}",청구문화시장
경기도 수원시 영통구 매여울로53번길 50-1(매탄동),"{'latitude': '37.2725999', 'longitude': '127.0419171'}",구매탄시장
경기도 수원시 팔달구 수원천로199번길 5(구천동),"{'latitude': '37.2721241', 'longitude': '127.0173584'}",구천동공구상가
경기도 수원시 권선구 세권로 185(권선동),"{'latitude': '37.2560989', 'longitude': '127.0245796'}",권선종합시장
경기도 수원시 팔달구 행궁로 88(교동),"{'latitude': '37.2746400', 'longitude': '127.0155107'}",남문로데오시장
경기도 수원시 팔달구 정조로758번길 24(영동),"{'latitude': '37.2756261', 'longitude': '127.0181079'}",남문패션1번가시장
경기도 수원시 팔달구 권선로 477(매산로2가),"{'latitude': '37.2649495', 'longitude': '127.0054081'}",매산시장
경기도 수원시 팔달구 수원천로258번길 10-12(지동),"{'latitude': '37.2760315', 'longitude': '127.0207584'}",못골종합시장
경기도 수원시 팔달구 수원천로 266-4(지동),"{'latitude': '37.2772761', 'longitude': '127.0196255'}",미나리광시장
경기도 수원시 장안구 파장로82번길 9(파장동),"{'latitude': '37.3070265', 'longitude': '126.9921667'}",북수원시장
경기도 수원시 팔달구 팔달문로4번길 19(영동),"{'latitude': '37.2766839', 'longitude': '127.0179847'}",시민상가시장
경기도 수원시 팔달구 매산로 2-10(매산로1가),"{'latitude': '37.2663016', 'longitude': '127.0023389'}",역전시장
경기도 수원시 장안구 월드컵로428번길 10(연무동),"{'latitude': '37.2939630', 'longitude': '127.0259695'}",연무시장
경기도 수원시 팔달구 수원천로255번길 6(영동),"{'latitude': '37.2768106', 'longitude': '127.0186604'}",영동시장
경기도 수원시 장안구 수성로382번길 24(영화동),"{'latitude': '37.2931486', 'longitude': '127.0139656'}",장안문거북시장
경기도 수원시 장안구 수성로261번길 16(정자동),"{'latitude': '37.2906594', 'longitude': '127.0008425'}",정자시장
경기도 수원시 장안구 조원로89번길 8(조원동),"{'latitude': '37.3007709', 'longitude': '127.0153455'}",조원시장
경기도 수원시 팔달구 팔달문로 19(지동),"{'latitude': '37.2779032', 'longitude': '127.0196088'}",지동시장
경기도 수원시 팔달구 정조로770번길 17(영동),"{'latitude': '37.2768594', 'longitude': '127.0178914'}",팔달문시장
경기도 수원시 팔달구 동말로 72(화서동),"{'latitude': '37.2785721', 'longitude': '127.0020936'}",화서시장
경기도 시흥시 삼미시장2길 35,"{'latitude': '37.4404222', 'longitude': '126.7838062'}",시흥삼미시장
"경기도 시흥시 정왕시장길 51,52","{'latitude': '37.3458011', 'longitude': '126.7485598'}",정왕시장
경기도 시흥시 도일로 100의 4,"{'latitude': '37.3395376', 'longitude': '126.7841134'}",도일시장
경기도 안산시 상록구 화랑로 513,"{'latitude': '37.3208543', 'longitude': '126.8446288'}",스타프라자전통시장
경기도 안산시 상록구 반석로 44,"{'latitude': '37.2950149', 'longitude': '126.8649276'}",신안코아
경기도 안산시 상록구 반석로 54,"{'latitude': '37.2964617', 'longitude': '126.8662039'}",신안프라자전통시장
경기도 안산시 단원구 화랑로 149,"{'latitude': '37.3253722', 'longitude': '126.8050880'}",안산시시민시장
경기도 안산시 상록구 본삼로 60,"{'latitude': '37.3005539', 'longitude': '126.8664166'}",월드프라자
경기도 안성시 시장길 37,"{'latitude': '37.0065591', 'longitude': '127.2703920'}",안성맞춤시장
경기도 안성시 일죽면 금일로 467 일원,"{'latitude': '37.0933589', 'longitude': '127.4783876'}",일죽시장
경기도 안성시 죽산면 중서길 8-9,"{'latitude': '37.0760016', 'longitude': '127.4233946'}",죽산시장
경기도 안성시 장기로45번길 30,"{'latitude': '37.0065640', 'longitude': '127.2688001'}",중앙시장
경기도 안양시 만안구 양화로 132-3,"{'latitude': '37.4046491', 'longitude': '126.9096198'}",박달시장
경기도 안양시 만안구 석천로 171번길 20,"{'latitude': '37.4128602', 'longitude': '126.9079975'}",석수시장
경기도 안양시 동안구 관평로 336번길 31,"{'latitude': '37.4052246', 'longitude': '126.9593092'}",안양관양시장
경기도 안양시 만안구 장내로 140번길 51,"{'latitude': '37.3959244', 'longitude': '126.9249570'}",안양남부시장
경기도 안양시 만안구 냉천로185번길 8,"{'latitude': '37.3964863', 'longitude': '126.9195925'}",안양중앙인정시장
경기도 안양시 동안구 흥안대로113번길 34,"{'latitude': '37.3703413', 'longitude': '126.9572916'}",안양호계종합시장
경기도 안양시 만안구 냉천로 196,"{'latitude': '37.3975972', 'longitude': '126.9195878'}",중앙시장
경기도 양평군 양서면 양수로 150번길 3-15 일원,"{'latitude': '37.5450735', 'longitude': '127.3197946'}",양수리전통시장(양평양수리시장)
경기도 양평군 양평읍 양평장터길 15 일원,"{'latitude': '37.4909292', 'longitude': '127.4925930'}",양평물맑은시장
경기도 양평군 용문면 용문시장2길 11 일원,"{'latitude': '37.4839632', 'longitude': '127.5947559'}",용문천년시장
경기도 오산시 오산로 272번길 21,"{'latitude': '37.1513299', 'longitude': '127.0709348'}",오색시장
경기도 용인시 처인구 금령로107번길 13,"{'latitude': '37.2367061', 'longitude': '127.2078089'}",용인중앙시장
경기도 용인시 수지구 용구대로 2725의1,"{'latitude': '37.3288020', 'longitude': '127.1086323'}",죽전로데오상점가전통시장
경기도 의왕시 부곡시장길 18,"{'latitude': '37.3194723', 'longitude': '126.9507138'}",부곡도깨비시장
경기도 의정부시 시민로143번길 40,"{'latitude': '37.7394396', 'longitude': '127.0511979'}",의정부시장
경기도 의정부시 태평로 73번길 20,"{'latitude': '37.7401267', 'longitude': '127.0500679'}",의정부제일시장
경기도 이천시 중리천로 31번길 22,"{'latitude': '37.2808391', 'longitude': '127.4403531'}",관고전통시장
경기도 이천시 경충대로2993번길 24(사음동),"{'latitude': '37.2948305', 'longitude': '127.4119526'}",사기막골도자기시장
경기도 이천시 장호원읍 장감로77번길 14,"{'latitude': '37.1180828', 'longitude': '127.6312386'}",장호원전통시장
경기도 파주시 명동길 53,"{'latitude': '37.7633134', 'longitude': '126.7734068'}",금촌명동로시장
경기도 파주시 문화로 89-1,"{'latitude': '37.7622412', 'longitude': '126.7748839'}",금촌문화로시장
경기도 파주시 금정 24길 18-6,"{'latitude': '37.7625995', 'longitude': '126.7738869'}",금촌전통시장
경기도 파주시 문산읍 문향로 57,"{'latitude': '37.8567275', 'longitude': '126.7839421'}",문산자유시장
경기도 파주시 조리읍 봉천로 33-1,"{'latitude': '37.7434902', 'longitude': '126.8078099'}",봉일천시장
경기도 파주시 적성면 청송로 1023,"{'latitude': '37.9546165', 'longitude': '126.9186774'}",적성전통시장
경기도 평택시 서정역로 40번길 40,"{'latitude': '37.0578618', 'longitude': '127.0559371'}",서정리시장
경기도 평택시 탄현로 346번길24,"{'latitude': '37.0821318', 'longitude': '127.0571020'}",송탄시장
경기도 평택시 안중읍 안현로서3길 29,"{'latitude': '36.9875358', 'longitude': '126.9282578'}",안중시장
경기도 평택시 중앙시장로 18-4,"{'latitude': '37.0798881', 'longitude': '127.0523670'}",중앙시장
경기도 포천시 영북면 영북로 177번길 25,"{'latitude': '38.0899372', 'longitude': '127.2722286'}",운천전통시장
경기도 포천시 일동면 화동로 1090-14,"{'latitude': '37.9597751', 'longitude': '127.3194838'}",일동전통시장
경기도 하남시 수리북로 22,"{'latitude': '37.5415390', 'longitude': '127.2029214'}",덕풍전통시장
경기도 하남시 신장1로3번길 42,"{'latitude': '37.5378873', 'longitude': '127.2070276'}",신장전통시장
경기도 화성시 남양읍 남양시장로 61일원,"{'latitude': '37.2090424', 'longitude': '126.8159856'}",남양시장
경기도 화성시 향남읍 평2길 7,"{'latitude': '37.1314632', 'longitude': '126.9094606'}",발안시장
경기도 화성시 송산면 사강로 183-1,"{'latitude': '37.2132686', 'longitude': '126.7360226'}",사강시장
경기도 화성시 우정읍 조암남로 8,"{'latitude': '37.0821826', 'longitude': '126.8170608'}",조암시장
강원도 강릉시 수문길19번옆길 12-1,"{'latitude': '37.7558276', 'longitude': '128.9020256'}",강릉동부시장
강원도 강릉시 임영로 155번길 6,"{'latitude': '37.7550814', 'longitude': '128.8908039'}",강릉서부시장
강원도 강릉시 중앙시장길 24-2,"{'latitude': '37.7537099', 'longitude': '128.8990558'}",강릉성남시장
강원도 강릉시 주문진읍 해안로1748,"{'latitude': '37.8911644', 'longitude': '128.8287656'}",주문진건어물시장
강원도 강릉시주문진읍 시장1길 4 - 1,"{'latitude': '37.8907918', 'longitude': '128.8279917'}",주문진수산시장
강원도 강릉시 주문진읍 구시장길 8 - 1,"{'latitude': '37.8912470', 'longitude': '128.8268717'}",주문진종합시장
강원도 강릉시 금성로21,"{'latitude': '37.7539977', 'longitude': '128.8986328'}",중앙시장
강원도 고성군 간성시장3길 7-2,"{'latitude': '38.3799006', 'longitude': '128.4694409'}",간성전통시장(천년고성시장)
강원도 고성군 거진시장길 15,"{'latitude': '38.4478391', 'longitude': '128.4539615'}",거진시장
강원도 동해시 중앙시장길 12,"{'latitude': '37.5510641', 'longitude': '129.1085456'}",동쪽바다중앙시장
강원도 동해시 청운1길 29,"{'latitude': '37.4873843', 'longitude': '129.1059478'}",동해남부재래시장
강원도 동해시 일출로 59-1,"{'latitude': '37.5523060', 'longitude': '129.1142451'}",묵호시장
강원도 동해시 오일장길 32,"{'latitude': '37.4824853', 'longitude': '129.1260112'}",북평민속시장
강원도 삼척시 도계읍 전두시장길 6-1,"{'latitude': '37.2291342', 'longitude': '129.0428002'}",도계전두시장
강원도 삼척시 도계읍 도계로4길 20,"{'latitude': '37.2351280', 'longitude': '129.0450858'}",도계중앙시장
강원도 삼척시 중앙로 14-27,"{'latitude': '37.4308943', 'longitude': '129.1785769'}",삼척번개시장
강원도 삼척시 진주로 12-21,"{'latitude': '37.4421035', 'longitude': '129.1646216'}",삼척중앙시장
강원도 속초시 중앙로147번길 16,"{'latitude': '38.2045154', 'longitude': '128.5902363'}",속초종합중앙시장
강원도 속초시 중앙시장로6길 2 외 127필지,"{'latitude': '38.2054926', 'longitude': '128.5893309'}",속초관광수산시장(구 속초중앙전통시장)
강원도 양구군 중앙길 68,"{'latitude': '38.1041072', 'longitude': '127.9893193'}",양구중앙시장
강원도 양양군 양양읍 남문5길 9,"{'latitude': '38.0750161', 'longitude': '128.6232162'}",양양전통시장
강원도 영월군 영월읍 서부시장길 8-1,"{'latitude': '37.1829249', 'longitude': '128.4663103'}",서부공설시장
강원도 영월군 중앙로 30-1,"{'latitude': '37.1833158', 'longitude': '128.4667590'}",서부아침시장
강원도 원주시 문막읍 문막시장1길 52-10,"{'latitude': '37.3060190', 'longitude': '127.8153803'}",문막시장
강원도 원주시 중앙시장길 6,"{'latitude': '37.3500139', 'longitude': '127.9491964'}",미로예술원주중앙시장(원주중앙시장)
강원도 원주시 풍물시장길 30,"{'latitude': '37.3489870', 'longitude': '127.9541166'}",민속풍물시장
강원도 원주시 북원상가길 13,"{'latitude': '37.3843696', 'longitude': '127.9488402'}",북원상가시장
강원도 원주시 치악로 1803,"{'latitude': '37.3430432', 'longitude': '127.9544751'}",원주남부시장
강원도 원주시 중앙시장길 11,"{'latitude': '37.3508090', 'longitude': '127.9487726'}",자유시장
강원도 원주시 중앙시장길 31-3,"{'latitude': '37.3512592', 'longitude': '127.9497377'}",중앙시민전통시장
강원도 인제군 북면 원통로 178번길 7-1,"{'latitude': '38.1225617', 'longitude': '128.2046170'}",원통시장
강원도 인제군 인제읍 인제로 178번길 14,"{'latitude': '38.0671104', 'longitude': '128.1711324'}",인제시장
강원도 정선군 고한읍 고한 4길 38-6,"{'latitude': '37.2013336', 'longitude': '128.8540569'}",고한구공탄시장(고한시장)
강원도 정선군 송계3길 12,"{'latitude': '37.4951141', 'longitude': '128.8525744'}",임계사통팔달시장
강원도 정선군 사북읍 사북2길 6 - 1,"{'latitude': '37.2273376', 'longitude': '128.8162189'}",정선사북시장
강원도 정선군 정선읍 봉양7길 39,"{'latitude': '37.3803874', 'longitude': '128.6651583'}",정선아리랑시장
강원도 철원군 동송읍 이평로 47번길 16,"{'latitude': '38.2088098', 'longitude': '127.2188759'}",동송시장
강원도 철원군 동송읍 이평로 47번길 19,"{'latitude': '38.2088919', 'longitude': '127.2192536'}",동송전통시장
강원도 철원군 갈말읍 삼부연로18번길 16-2,"{'latitude': '38.1447429', 'longitude': '127.3100328'}",신철원시장
강원도 철원군 서면 와수로 184번길 6-3,"{'latitude': '38.2394061', 'longitude': '127.4394615'}",와수시장
강원도 춘천시 약사고개길13,"{'latitude': '37.8774969', 'longitude': '127.7260501'}",제일종합시장
강원도 춘천시 공지로 367,"{'latitude': '37.8705627', 'longitude': '127.7260495'}",춘천남부시장
강원도 춘천시 동부시장길8,"{'latitude': '37.8772304', 'longitude': '127.7341215'}",춘천동부시장
강원도 춘천시 소양로212 새마을금고2층,"{'latitude': '37.8918317', 'longitude': '127.7263261'}",춘천번개시장
강원도 춘천시 서부대성로12,"{'latitude': '37.8849344', 'longitude': '127.7245123'}",춘천서부시장
강원도 춘천시 중앙로77번길 4-4,"{'latitude': '37.8784892', 'longitude': '127.7257288'}",춘천중앙시장
강원도 춘천시 영서로 2352-54,"{'latitude': '37.8662116', 'longitude': '127.7195814'}",춘천풍물시장
강원도 춘천시 효평길 104,"{'latitude': '37.8807836', 'longitude': '127.7467847'}",춘천후평시장
강원도 태백시 장성1길 190,"{'latitude': '37.1006849', 'longitude': '129.0097076'}",장성중앙시장
강원도 평창군 봉평면 허생원장터길15,"{'latitude': '37.6155895', 'longitude': '128.3772661'}",봉평전통시장(봉평시장)
강원도 평창군 진부면 진부새싹길 28-7,"{'latitude': '37.6382177', 'longitude': '128.5579266'}",진부전통시장
강원도 평창군 대화면 대화시장 2길 41,"{'latitude': '37.5009415', 'longitude': '128.4540121'}",평창대화시장
강원도 평창군 평창읍 평창중앙로 27-26,"{'latitude': '37.3672194', 'longitude': '128.3947800'}",평창올림픽시장(평창전통시장)
강원도 홍천군 홍천읍 홍천로7길 14,"{'latitude': '37.6905545', 'longitude': '127.8858998'}",홍천시장
강원도 홍천군 홍천읍 홍천로 8길 17,"{'latitude': '37.6910780', 'longitude': '127.8861582'}",홍천중앙시장
강원도 화천군 화천읍 중앙로 24길12,"{'latitude': '38.1038994', 'longitude': '127.7064047'}",화천재래시장
강원도 횡성군 횡성읍 읍상리 277-3,"{'latitude': '37.4898109', 'longitude': '127.9866813'}",횡성시장
충청북도 괴산군 괴산읍 읍내로 15길8-8,"{'latitude': '36.8110949', 'longitude': '127.7949900'}",괴산전통시장
충청북도 괴산군 불정면 목도로 14길,"{'latitude': '36.8713270', 'longitude': '127.8549116'}",목도재래시장
충청북도 괴산군 청천면 청천2길 10,"{'latitude': '36.6591221', 'longitude': '127.7378660'}",청천전통시장
충청북도 단양군 단양읍 도전5길 31,"{'latitude': '36.9824970', 'longitude': '128.3699500'}",단양구경시장(단양인정시장)
충청북도 단양군 매포읍 평동24길 8,"{'latitude': '37.0342224', 'longitude': '128.2990464'}",매포전통시장(매포재래시장)
충청북도 보은군 삼산로 17- 1,"{'latitude': '36.4843267', 'longitude': '127.7201526'}",보은전통시장
충청북도 보은군 보은읍 삼산로3길 12-1,"{'latitude': '36.4829185', 'longitude': '127.7193171'}",결초보은시장(구 보은종합시장)
충청북도 영동군 영동읍 영산로1길 13-1,"{'latitude': '36.1748913', 'longitude': '127.7761349'}",영동전통시장
충청북도 영동군 영동읍 중앙로 21,"{'latitude': '36.1745819', 'longitude': '127.7756960'}",영동중앙시장
충청북도 옥천군 옥천읍 삼금로 45,"{'latitude': '36.3023922', 'longitude': '127.5682130'}",옥천상가
충청북도 음성군 감곡면 장감로 132번길 22,"{'latitude': '37.1182218', 'longitude': '127.6391461'}",감곡시장
충청북도 음성군 대소면 오산로 36,"{'latitude': '36.9665535', 'longitude': '127.4850017'}",대소시장
충청북도 음성군 삼성면 대성로 608-2,"{'latitude': '37.0179992', 'longitude': '127.4991759'}",삼성시장
충청북도 음성군 금왕읍 무극로 308번길 12- 12,"{'latitude': '36.9925851', 'longitude': '127.5958040'}",무극시장
충청북도 음성군 음성읍 문화1길 14,"{'latitude': '36.9381562', 'longitude': '127.6921113'}",음성시장
충청북도 제천시 용두천로 11길 5,"{'latitude': '37.1373498', 'longitude': '128.2124106'}",내토전통시장
